0,1.736
5,1.552
10,1.316
15,0.954
20,0.638
25,0.347
30,0.147
35,0.029
40,0.031
45,0.121
50,0.298
55,0.531
60,0.829
65,1.169
70,1.541
75,1.987
80,2.2
85,2.231
90,2.199
95,2.253
100,2.187
105,1.885
110,1.516
115,1.194
120,0.823
125,0.452
130,0.269
135,0.1
140,0.001
145,0.015
150,0.12
155,0.336
160,0.633
165,0.969
170,1.226
175,1.65
180,1.736
185,1.651
190,1.325
195,0.969
200,0.633
205,0.336
210,0.121
215,0.016
220,0.0
225,0.099
230,0.272
235,0.518
240,0.824
245,1.193
250,1.516
255,1.885
260,2.18
265,2.293
270,2.198
275,2.231
280,2.198
285,1.986
290,1.541
295,1.07
300,0.83
305,0.53
310,0.297
315,0.121
320,0.026
325,0.027
330,0.147
335,0.242
340,0.639
345,0.861
350,1.316
355,1.605
360,1.736
