0,0.397
5,0.368
10,0.257
15,0.135
20,0.033
25,0.0
30,0.032
35,0.171
40,0.363
45,0.66
50,1.013
55,1.446
60,1.936
65,2.404
70,2.834
75,3.198
80,3.504
85,3.6
90,3.635
95,3.576
100,3.463
105,3.154
110,2.741
115,2.359
120,1.901
125,1.434
130,1.012
135,0.667
140,0.388
145,0.175
150,0.039
155,0.0
160,0.026
165,0.116
170,0.217
175,0.327
180,0.397
185,0.327
190,0.218
195,0.116
200,0.025
205,0.001
210,0.04
215,0.175
220,0.389
225,0.667
230,1.012
235,1.434
240,1.901
245,2.343
250,2.816
255,3.153
260,3.463
265,3.576
270,3.635
275,3.6
280,3.503
285,3.198
290,2.834
295,2.404
300,1.936
305,1.446
310,1.013
315,0.66
320,0.363
325,0.171
330,0.032
335,0.0
340,0.033
345,0.135
350,0.257
355,0.368
360,0.397
