0,0.8113704300203358
5,0.7377635069850226
10,0.5668925340169284
15,0.37562748599331486
20,0.21667920299511878
25,0.10335089701728861
30,0.030308733001951395
35,0.0
40,0.026104416019700236
45,0.1148343299954297
50,0.2383282980117997
55,0.40763049601952445
60,0.6485315850034266
65,0.9521209229931372
70,1.3027735110067038
75,1.6611444720079174
80,2.0233432440137347
85,2.410956170991057
90,2.7111569550035908
95,2.391754364989599
100,2.010416537996434
105,1.65204557699522
110,1.2978789330119276
115,0.9504266460045488
120,0.6483433319967679
125,0.407567745005415
130,0.23801454301259184
135,0.11452057499622185
140,0.025916163013041567
145,0.0
150,0.029932226988634056
155,0.10178212198557958
160,0.21260038800541678
165,0.3672188519931427
170,0.5559738599874237
175,0.731864913014183
180,0.8113076790062262
185,0.7319276639926227
190,0.5560366110015331
195,0.36715610101470303
200,0.2125376369913073
205,0.10178212198557958
210,0.029869476010194376
215,0.0
220,0.025916163013041567
225,0.11452057499622185
230,0.23795179199848235
235,0.407567745005415
240,0.6482805810183282
245,0.9504266460045488
250,1.297816181997818
255,1.6521083280093296
260,2.010416537996434
265,2.3916916140111595
270,2.7110942039894814
275,2.410956170991057
280,2.0232804929996253
285,1.6611444720079174
290,1.3028362619851435
295,0.9521836740072467
300,0.6485315850034266
305,0.4076932469979641
310,0.2383282980117997
315,0.11495983198797888
320,0.02616716699813992
325,0.0
330,0.030308733001951395
335,0.10328814600317912
340,0.21680470498766793
345,0.3756902370074243
350,0.5668925340169284
355,0.7377007560065829
360,0.8113704300203358
